Key,Type,Desc,Українська
dialogOptionEffect_NewWorker,Text,,"<style=DefaultGreen>Новий поселенець приєднається до вашого поселення</style>"
dialogOptionEffect_PositiveMood,Text,,"<style=DefaultGreen>Ваші поселенці отримають позитивний модифікатор настрою за допомогу іншим</style>"
dialogOptionEffect_PossibleRaid,Text,,"<style=DefaultRed>Очікуйте можливу атаку через кілька днів</style>"
dialogOptionEffect_RaidImminent,Text,,"<style=DefaultRed>Вороги прибули і атакують ваше поселення</style>"
dialogOptionEffect_Spring,Text,,"<b>Весна</b>\n - Помірні температури. Часті дощі та туман. Невелика ймовірність градових бур."
dialogOptionEffect_Summer,Text,,"<b>Літо</b>\n - Високі температури. Можливі хвилі спеки. Будуйте підземні склади, щоб зберігати їжу прохолодною під час спекотних літніх днів. Дні найдовші в середині літа, коли сонце на найвищій точці."
dialogOptionEffect_Winter,Text,,"<b>Зима</b>\n - Низькі температури. Велика ймовірність снігопадів і заметілів. Можливі морози. Рослинність не росте при низьких температурах, тому забезпечте посів і збір урожаю до початку зими. Ночі найдовші в середині зими, коли сонце низько в небі, що приносить менше тепла."
died_friend_pattern,Text,,"<agent_name> був спустошений, що <target_name> помер"
died_neutral_pattern,Text,,"<agent_name> сумував через смерть <target_name>"
died_rival_pattern,Text,,"<agent_name> радів через смерть <target_name>"
difficulty_builder,Text,,"Будівельник"
difficulty_option_animalDomesticSingleEvent_info,Text,,"Дозволити домашнім тваринам з'являтися на карті час від часу"
difficulty_option_animalDomesticSingleEvent_title,Text,,"Подія Домашні Тварини"
difficulty_option_animalRaidEvent_info,Text,,"Дозволити цю подію відбутися у цьому проходженні"
difficulty_option_animalRaidEvent_title,Text,,"Ворожі Тварини"
difficulty_option_animalSpawnMultiplier_info,Text,,"Визначає швидкість, з якою нові тварини з'являються на карті."
difficulty_option_animalSpawnMultiplier_title,Text,,"Множник народження тварин"
difficulty_option_blightEvent_info,Text,,"Дозволити цю подію відбутися у цьому проходженні"
difficulty_option_blightEvent_title,Text,,"Заражені Посіви"
difficulty_option_coldsnapEvent_info,Text,,"Дозволити цю подію відбутися у цьому проходженні"
difficulty_option_coldsnapEvent_title,Text,,"Мороз"
difficulty_option_decomposeSpeed_info,Text,,"Як швидко ресурси втрачають здоров'я через навколишні фактори, такі як дощ і температура"
difficulty_option_decomposeSpeed_title,Text,,"Швидкість розкладу"
difficulty_option_enemiesHaveTrebuchet_info,Text,,"Вимкнення цієї опції забороняє ворогам з'являтися з катапультами під час регулярних набігів. Вони все ще будуть мати катапульти в облозі. Якщо вороги не можуть знайти чіткий шлях від точки спавну до дверей вашої фортеці, ШІ вважає це як хованки і згенерує версію облогової катапульти."
difficulty_option_enemiesHaveTrebuchet_title,Text,,"Вороги з катапультами"
difficulty_option_enemyHPMax_info,Text,,"Максимальна кількість здоров'я, яку має ворог. Зміна цього параметра під час проходження вплине на ворогів, які ще не з'явилися, а не на тих, що вже є на карті."
difficulty_option_enemyHPMax_title,Text,,"Максимальне здоров'я ворога"
difficulty_option_enemyRaidEvent_info,Text,,"Дозволити випадкові набіги ворогів під час вашої гри. (Зверніть увагу, що в режимі Спокійний це не стосується, оскільки набіги виключені з цього режиму.)"
difficulty_option_enemyRaidEvent_title,Text,,"Події набігів ворогів"
difficulty_option_fireSpreadSpeedMultiplier_info,Text,,"Збільшує швидкість поширення вогню. Це є додатковим до властивості, що зі збільшенням пошкоджень вогонь поширюється повільніше на сусідню землю. Швидкість поширення вогню на бризках нафти не змінюється."
difficulty_option_globalWorkSpeed_info,Text,,"Цей параметр множить швидкість усіх робіт."
difficulty_option_globalWorkSpeed_title,Text,,"Глобальна швидкість роботи"
difficulty_option_hailstormEvent_info,Text,,"Дозволити цю подію відбутися у цьому проходженні"
difficulty_option_hailstormEvent_title,Text,,"Градова буря"
difficulty_option_healthRecoverySpeed_info,Text,,"Відновлення здоров'я: базова швидкість відновлення точок здоров'я + мультиплікатори."
difficulty_option_healthRecoverySpeed_title,Text,,"Швидкість відновлення здоров'я"
difficulty_option_heatwaveEvent_info,Text,,"Дозволити цю подію відбутися у цьому проходженні"
difficulty_option_heatwaveEvent_title,Text,,"Хвиля спеки"
difficulty_option_huntingRetailateChance_info,Text,,"Ймовірність того, що здобич боротиметься."
difficulty_option_huntingRetailateChance_title,Text,,"Ймовірність відповіді здобичі"
difficulty_option_mineYieldMultiplier_info,Text,,"Множить базове значення ресурсів, які добуваються при копанні вокселя"
difficulty_option_mineYieldMultiplier_title,Text,,"Множник видобутку"
difficulty_option_moodTarget_info,Text,,"Базова величина настрою поселенця. Менші значення призводять до того, що поселенці частіше бунтують. Базовий настрій поселенця – 50."
difficulty_option_moodTarget_title,Text,,"Значення настрою поселенця"
difficulty_option_plantYieldMultiplier_info,Text,,"Множить базове значення ресурсів рослин, які даються при зборі урожаю"
difficulty_option_plantYieldMultiplier_title,Text,,"Множник врожайності рослин"
difficulty_option_raidPointsMultiplier_info,Text,,"Визначає кількість очок, які використовуються для спаунування подій, таких як Бурі та Набіги. Ці очки визначають кількість і силу подій."
difficulty_option_raidPointsMultiplier_title,Text,,"Множник сили подій"
